INFORMA CIBINONG FURNITURE,https://www.google.com/maps/place/INFORMA+CIBINONG+FURNITURE/data=!4m7!3m6!1s0x2e69c15588fd93c5:0x10eac0c197f68e3d!8m2!3d-6.484217!4d106.842361!16s%2Fg%2F1q62fxtmb!19sChIJxZP9iFXBaS4RPY72l8HA6hA?authuser=0&hl=id&rclk=1,Ikea Depok
IKEA Sentul City,https://www.google.com/maps/place/IKEA+Sentul+City/data=!4m7!3m6!1s0x2e69c73d34264871:0xb16ab9324c760891!8m2!3d-6.567232!4d106.855091!16s%2Fg%2F11hymsytry!19sChIJcUgmND3HaS4RkQh2TDK5arE?authuser=0&hl=id&rclk=1,Ikea Depok
IKEA Sentul City,https://www.google.com/maps/place/IKEA+Sentul+City/data=!4m7!3m6!1s0x2e69c73d34264871:0xb16ab9324c760891!8m2!3d-6.5672323!4d106.855091!16s%2Fg%2F11hymsytry!19sChIJcUgmND3HaS4RkQh2TDK5arE?authuser=0&hl=id&rclk=1,Ikea Depok
IKEA Alam Sutera,https://www.google.com/maps/place/IKEA+Alam+Sutera/data=!4m7!3m6!1s0x2e69f962e74a18f5:0xdb2888507e578fb2!8m2!3d-6.2196546!4d106.6631162!16s%2Fg%2F11b649bqfz!19sChIJ9RhK52L5aS4Rso9XflCIKNs?authuser=0&hl=id&rclk=1,Ikea Depok
Nanioke,https://www.google.com/maps/place/Nanioke/data=!4m7!3m6!1s0x2e69ef2ee3803d09:0x3abdc508bdc6b8ee!8m2!3d-6.3718162!4d106.796687!16s%2Fg%2F11ppdwstlb!19sChIJCT2A4y7vaS4R7rjGvQjFvTo?authuser=0&hl=id&rclk=1,Ikea Depok
IKEA Jakarta Garden City,https://www.google.com/maps/place/IKEA+Jakarta+Garden+City/data=!4m7!3m6!1s0x2e698b4589e3470f:0x1b65d1f70f636ba3!8m2!3d-6.1710064!4d106.9532439!16s%2Fg%2F11mvlq08tz!19sChIJD0fjiUWLaS4Ro2tjD_fRZRs?authuser=0&hl=id&rclk=1,Ikea Depok
IKEA Mal Taman Anggrek,https://www.google.com/maps/place/IKEA+Mal+Taman+Anggrek/data=!4m7!3m6!1s0x2e69f727f19d6c09:0xf5f7879606e491f2!8m2!3d-6.1778043!4d106.7927175!16s%2Fg%2F11q9fr5hfq!19sChIJCWyd8Sf3aS4R8pHkBpaH9_U?authuser=0&hl=id&rclk=1,Ikea Depok
IKEA Kota Baru Parahyangan,https://www.google.com/maps/place/IKEA+Kota+Baru+Parahyangan/data=!4m7!3m6!1s0x2e68fb9c9120e42f:0x28252fe17424dae6!8m2!3d-6.8671833!4d107.4667654!16s%2Fg%2F11nnz9l5bq!19sChIJL-QgkZz7aC4R5tokdOEvJSg?authuser=0&hl=id&rclk=1,Ikea Depok
Distribution Point IKEA - Bekasi,https://www.google.com/maps/place/Distribution+Point+IKEA+-+Bekasi/data=!4m7!3m6!1s0x2e698bbbc625a4ef:0x5766faaa650cab26!8m2!3d-6.1858031!4d106.973951!16s%2Fg%2F11gf8f6lgx!19sChIJ76QlxruLaS4RJqsMZar6Zlc?authuser=0&hl=id&rclk=1,Ikea Depok
NITORI Central Park Mall,https://www.google.com/maps/place/NITORI+Central+Park+Mall/data=!4m7!3m6!1s0x2e69f7007dced5f3:0xa694310402635394!8m2!3d-6.1778326!4d106.7911424!16s%2Fg%2F11w3sp24jt!19sChIJ89XOfQD3aS4RlFNjAgQxlKY?authuser=0&hl=id&rclk=1,Ikea Depok
Jasa pasang / rakit produk IKEA,https://www.google.com/maps/place/Jasa+pasang+%2F+rakit+produk+IKEA/data=!4m7!3m6!1s0x2e69ebf96cb13c19:0xb5b8a0911940d629!8m2!3d-6.3516095!4d106.817951!16s%2Fg%2F11nnmd9p70!19sChIJGTyxbPnraS4RKdZAGZGguLU?authuser=0&hl=id&rclk=1,Ikea Depok
IKEA Pick-up Point - Podomoro Golf View Cimanggis,https://www.google.com/maps/place/IKEA+Pick-up+Point+-+Podomoro+Golf+View+Cimanggis/data=!4m7!3m6!1s0x2e69eb13bb3befc3:0x7b8985e978a68f75!8m2!3d-6.4315242!4d106.8932301!16s%2Fg%2F11rw0zq2k4!19sChIJw-87uxPraS4RdY-meOmFiXs?authuser=0&hl=id&rclk=1,Ikea Depok
Jastip ikea putri,https://www.google.com/maps/place/Jastip+ikea+putri/data=!4m7!3m6!1s0x2e69e9fbaa742377:0x75ae0899fccbb39b!8m2!3d-6.3870195!4d106.7719629!16s%2Fg%2F11rgnt5hcc!19sChIJdyN0qvvpaS4Rm7PL_JkIrnU?authuser=0&hl=id&rclk=1,Ikea Depok
Kopi Nako Depok,https://www.google.com/maps/place/Kopi+Nako+Depok/data=!4m7!3m6!1s0x2e69eb9b9ebc6ce9:0x3f35d853d6f1c144!8m2!3d-6.396644!4d106.8205375!16s%2Fg%2F11fq8y0ndh!19sChIJ6Wy8npvraS4RRMHx1lPYNT8?authuser=0&hl=id&rclk=1,Cafe Depok
KOPSAN Satria FU TJ Depok,https://www.google.com/maps/place/KOPSAN+Satria+FU+TJ+Depok/data=!4m7!3m6!1s0x2e69ebda5f58faad:0xa35108c974763acf!8m2!3d-6.4272895!4d106.8588275!16s%2Fg%2F11zgm3vk1l!19sChIJrfpYX9rraS4Rzzp2dMkIUaM?authuser=0&hl=id&rclk=1,Cafe Depok
Cafe bima,https://www.google.com/maps/place/Cafe+bima/data=!4m7!3m6!1s0x2e69eb005505a433:0x6b621ea16f8d2495!8m2!3d-6.4273685!4d106.8591773!16s%2Fg%2F11nq1mb3sg!19sChIJM6QFVQDraS4RlSSNb6EeYms?authuser=0&hl=id&rclk=1,Cafe Depok
LOUIS CAFE,https://www.google.com/maps/place/LOUIS+CAFE/data=!4m7!3m6!1s0x2e69eb637b8202a9:0x315f768f09c983b2!8m2!3d-6.400661!4d106.824673!16s%2Fg%2F11h0hjrjpg!19sChIJqQKCe2PraS4RsoPJCY92XzE?authuser=0&hl=id&rclk=1,Cafe Depok
ARBOREA CAFE JATIJAJAR,https://www.google.com/maps/place/ARBOREA+CAFE+JATIJAJAR/data=!4m7!3m6!1s0x2e69eb06975993d3:0x42586846c606af26!8m2!3d-6.4232535!4d106.8590234!16s%2Fg%2F11vlhf87y0!19sChIJ05NZlwbraS4RJq8GxkZoWEI?authuser=0&hl=id&rclk=1,Cafe Depok
Dadi's Coffee Garden,https://www.google.com/maps/place/Dadi%27s+Coffee+Garden/data=!4m7!3m6!1s0x2e69ebb13167be29:0x810af8e8fe749f7c!8m2!3d-6.3995841!4d106.8221599!16s%2Fg%2F11pq45rr1g!19sChIJKb5nMbHraS4RfJ90_uj4CoE?authuser=0&hl=id&rclk=1,Cafe Depok
Jaaflo Kaffe Depok,https://www.google.com/maps/place/Jaaflo+Kaffe+Depok/data=!4m7!3m6!1s0x2e69eb70bc8a4db5:0xfb4b9e5d76f15ae!8m2!3d-6.4054751!4d106.861835!16s%2Fg%2F11vpyxy054!19sChIJtU2KvHDraS4RrhVv1-W5tA8?authuser=0&hl=id&rclk=1,Cafe Depok
Matuju Coffee & Kitchen,https://www.google.com/maps/place/Matuju+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69ebf22a432dbd:0x40fbf7cb1919bf72!8m2!3d-6.4384047!4d106.8791087!16s%2Fg%2F11w8s1tczd!19sChIJvS1DKvLraS4Rcr8ZGcv3-0A?authuser=0&hl=id&rclk=1,Cafe Depok
Savio coffee and eatery,https://www.google.com/maps/place/Savio+coffee+and+eatery/data=!4m7!3m6!1s0x2e69eb973db73c61:0xb7f748407799006a!8m2!3d-6.3965981!4d106.8512475!16s%2Fg%2F11f1mw9v5v!19sChIJYTy3PZfraS4RagCZd0BI97c?authuser=0&hl=id&rclk=1,Cafe Depok
Edisan Coffee Villa Pertiwi,https://www.google.com/maps/place/Edisan+Coffee+Villa+Pertiwi/data=!4m7!3m6!1s0x2e69eb11abb646b5:0xe80e51888a37670!8m2!3d-6.4188958!4d106.8529157!16s%2Fg%2F11n16bhwxg!19sChIJtUa2qxHraS4RcHajiBjlgA4?authuser=0&hl=id&rclk=1,Cafe Depok
Kaldera Coffee & Kitchen,https://www.google.com/maps/place/Kaldera+Coffee+%26+Kitchen/data=!4m7!3m6!1s0x2e69ebb6455eea49:0x98eaf4c22121d47d!8m2!3d-6.421128!4d106.8612725!16s%2Fg%2F11srd04958!19sChIJSepeRbbraS4RfdQhIcL06pg?authuser=0&hl=id&rclk=1,Cafe Depok
Depok ubi bakery,https://www.google.com/maps/place/Depok+ubi+bakery/data=!4m7!3m6!1s0x2e69eb2950d3a853:0x243242aa1496368!8m2!3d-6.4270173!4d106.8617653!16s%2Fg%2F11fptzb8l1!19sChIJU6jTUCnraS4RaGNJoSokQwI?authuser=0&hl=id&rclk=1,Cafe Depok
Tongkrongan BO-GEM Board Game Cafe Depok (BOGEM),https://www.google.com/maps/place/Tongkrongan+BO-GEM+Board+Game+Cafe+Depok+%28BOGEM%29/data=!4m7!3m6!1s0x2e69c36335dd9fbf:0x38c4f2fbcf2978cc!8m2!3d-6.4188429!4d106.8237579!16s%2Fg%2F11xlkfg50q!19sChIJv5_dNWPDaS4RzHgpz_vyxDg?authuser=0&hl=id&rclk=1,Cafe Depok
PHiL & CO - Coffee Shop - Stasiun Depok Lama - Working Space,https://www.google.com/maps/place/PHiL+%26+CO+-+Coffee+Shop+-+Stasiun+Depok+Lama+-+Working+Space/data=!4m7!3m6!1s0x2e69eb2f66935e6f:0xaa07e535796e290!8m2!3d-6.405537!4d106.8184479!16s%2Fg%2F11k4txd5gv!19sChIJb16TZi_raS4RkOKWV1N-oAo?authuser=0&hl=id&rclk=1,Cafe Depok
Djati Seruni Kafe,https://www.google.com/maps/place/Djati+Seruni+Kafe/data=!4m7!3m6!1s0x2e69ebb5b9c19be1:0xcc36cb98a0c7e2ce!8m2!3d-6.4118474!4d106.8644278!16s%2Fg%2F11td8_l9jy!19sChIJ4ZvBubXraS4RzuLHoJjLNsw?authuser=0&hl=id&rclk=1,Cafe Depok
LOOPLINE COFFEE DEPOK,https://www.google.com/maps/place/LOOPLINE+COFFEE+DEPOK/data=!4m7!3m6!1s0x2e69eb27721a12ed:0xaf148b536dfdeb15!8m2!3d-6.3995756!4d106.8188013!16s%2Fg%2F11lf7dbbyx!19sChIJ7RIacifraS4RFev9bVOLFK8?authuser=0&hl=id&rclk=1,Cafe Depok
Ouwie Coffee And Eatery,https://www.google.com/maps/place/Ouwie+Coffee+And+Eatery/data=!4m7!3m6!1s0x2e69ebe94e196195:0x878b53618d492be!8m2!3d-6.4442633!4d106.8292247!16s%2Fg%2F11s0zb3181!19sChIJlWEZTunraS4RvpLUGDa1eAg?authuser=0&hl=id&rclk=1,Cafe Depok
de'Clan Resto & Cafe Depok,https://www.google.com/maps/place/de%27Clan+Resto+%26+Cafe+Depok/data=!4m7!3m6!1s0x2e69ebbfb4dc4b3f:0x88f0d769a1b2a0b7!8m2!3d-6.4037379!4d106.8323224!16s%2Fg%2F11k2g0578s!19sChIJP0vctL_raS4Rt6CyoWnX8Ig?authuser=0&hl=id&rclk=1,Cafe Depok
Jacob Koffie Huis,https://www.google.com/maps/place/Jacob+Koffie+Huis/data=!4m7!3m6!1s0x2e69ebe044764ed7:0x351500e8cb7ec793!8m2!3d-6.4000209!4d106.8198058!16s%2Fg%2F11c6lwxbln!19sChIJ1052RODraS4Rk8d-y-gAFTU?authuser=0&hl=id&rclk=1,Cafe Depok
Mill Point Cafe,https://www.google.com/maps/place/Mill+Point+Cafe/data=!4m7!3m6!1s0x2e69eb244d7c25c5:0xfc5a1f8b57c46194!8m2!3d-6.4079506!4d106.83349!16s%2Fg%2F11j13grwdn!19sChIJxSV8TSTraS4RlGHEV4sfWvw?authuser=0&hl=id&rclk=1,Cafe Depok
Bajawa Flores NTT Depok,https://www.google.com/maps/place/Bajawa+Flores+NTT+Depok/data=!4m7!3m6!1s0x2e69eb9869e71e11:0x86f47a868884fd03!8m2!3d-6.4018883!4d106.8215281!16s%2Fg%2F11pzfm5x_f!19sChIJER7naZjraS4RA_2EiIZ69IY?authuser=0&hl=id&rclk=1,Cafe Depok
ARTiVATOR,https://www.google.com/maps/place/ARTiVATOR/data=!4m7!3m6!1s0x2e69eb3a25fae6bb:0xed935a6e79b417e6!8m2!3d-6.4015104!4d106.8266328!16s%2Fg%2F11ghltv_bl!19sChIJu-b6JTrraS4R5he0eW5ak-0?authuser=0&hl=id&rclk=1,Cafe Depok
Transitory coffee,https://www.google.com/maps/place/Transitory+coffee/data=!4m7!3m6!1s0x2e69eb3ca7be1821:0x3679254a6e3e9d52!8m2!3d-6.4085359!4d106.8538908!16s%2Fg%2F11jgtdfvqv!19sChIJIRi-pzzraS4RUp0-bkoleTY?authuser=0&hl=id&rclk=1,Cafe Depok
Dklakon cafe,https://www.google.com/maps/place/Dklakon+cafe/data=!4m7!3m6!1s0x2e69ebd1ebdb56d1:0xb4a56dd4b9b368da!8m2!3d-6.403594!4d106.8340299!16s%2Fg%2F11kbx7kv3w!19sChIJ0Vbb69HraS4R2mizudRtpbQ?authuser=0&hl=id&rclk=1,Cafe Depok
OPICK STUDIO CAFE - Music Studio & Cafe Resto,https://www.google.com/maps/place/OPICK+STUDIO+CAFE+-+Music+Studio+%26+Cafe+Resto/data=!4m7!3m6!1s0x2e69eb0125a1fddd:0x539c2a2c3dfcb110!8m2!3d-6.4398152!4d106.825359!16s%2Fg%2F11pgs30rbf!19sChIJ3f2hJQHraS4RELH8PSwqnFM?authuser=0&hl=id&rclk=1,Cafe Depok
J'Poss Cafe,https://www.google.com/maps/place/J%27Poss+Cafe/data=!4m7!3m6!1s0x2e69eb19643b5647:0x69f8bfc3f0036259!8m2!3d-6.4182367!4d106.8653687!16s%2Fg%2F11s32ws087!19sChIJR1Y7ZBnraS4RWWID8MO_-Gk?authuser=0&hl=id&rclk=1,Cafe Depok
Cornelis koffie,https://www.google.com/maps/place/Cornelis+koffie/data=!4m7!3m6!1s0x2e69ebc7478e4199:0x4c9b9689e0771716!8m2!3d-6.4025489!4d106.8206109!16s%2Fg%2F11qq2wcd2y!19sChIJmUGOR8fraS4RFhd34ImWm0w?authuser=0&hl=id&rclk=1,Cafe Depok
Kopi Kogi X Mura Ramen,https://www.google.com/maps/place/Kopi+Kogi+X+Mura+Ramen/data=!4m7!3m6!1s0x2e69e9ec76477769:0x5b96fa4f43acd4b4!8m2!3d-6.394784!4d106.793356!16s%2Fg%2F11srr_6gxn!19sChIJaXdHduzpaS4RtNSsQ0_6lls?authuser=0&hl=id&rclk=1,Cafe Depok
Ruangnamu,https://www.google.com/maps/place/Ruangnamu/data=!4m7!3m6!1s0x2e69ed310d587821:0xe98b13ae6644baae!8m2!3d-6.380564!4d106.8316281!16s%2Fg%2F11p5_vl92l!19sChIJIXhYDTHtaS4RrrpEZq4Ti-k?authuser=0&hl=id&rclk=1,Cafe Depok
TOMORO COFFEE - Grand Depok City (GDC),https://www.google.com/maps/place/TOMORO+COFFEE+-+Grand+Depok+City+%28GDC%29/data=!4m7!3m6!1s0x2e69eba980ad079d:0x121d2f139562d14d!8m2!3d-6.4205884!4d106.8287195!16s%2Fg%2F11thsc3jv7!19sChIJnQetgKnraS4RTdFilRMvHRI?authuser=0&hl=id&rclk=1,Cafe Depok
Melala Coffee and Eatery,https://www.google.com/maps/place/Melala+Coffee+and+Eatery/data=!4m7!3m6!1s0x2e69e9988186802f:0x40ca505d9c2eef9d!8m2!3d-6.3940567!4d106.7904782!16s%2Fg%2F11jzf76658!19sChIJL4CGgZjpaS4Rne8unF1QykA?authuser=0&hl=id&rclk=1,Cafe Depok
JPW Cafe & Garden,https://www.google.com/maps/place/JPW+Cafe+%26+Garden/data=!4m7!3m6!1s0x2e69eb5023c5e5e7:0x3f261e4bba2f95d0!8m2!3d-6.4134541!4d106.8212579!16s%2Fg%2F11h1z20x2l!19sChIJ5-XFI1DraS4R0JUvukseJj8?authuser=0&hl=id&rclk=1,Cafe Depok
ALASSé point,https://www.google.com/maps/place/ALASS%C3%A9+point/data=!4m7!3m6!1s0x2e69ebb39b449903:0x38776bf2ce88354d!8m2!3d-6.4183822!4d106.8480171!16s%2Fg%2F11c1xpf_28!19sChIJA5lEm7PraS4RTTWIzvJrdzg?authuser=0&hl=id&rclk=1,Cafe Depok
MANGATA Coffee & Eatery,https://www.google.com/maps/place/MANGATA+Coffee+%26+Eatery/data=!4m7!3m6!1s0x2e69ef2ea09f368b:0x4f357d1601073f35!8m2!3d-6.3698656!4d106.8128857!16s%2Fg%2F11rq0q3hf4!19sChIJizafoC7vaS4RNT8HARZ9NU8?authuser=0&hl=id&rclk=1,Cafe Depok
Maji Cafe,https://www.google.com/maps/place/Maji+Cafe/data=!4m7!3m6!1s0x2e69eb98bfd1ddd9:0xef86aa774f8846da!8m2!3d-6.4046131!4d106.8532203!16s%2Fg%2F11j4yklfsk!19sChIJ2d3Rv5jraS4R2kaIT3eqhu8?authuser=0&hl=id&rclk=1,Cafe Depok
Kalimulya Jati Cafe & Resto,https://www.google.com/maps/place/Kalimulya+Jati+Cafe+%26+Resto/data=!4m7!3m6!1s0x2e69eb41e7cb2007:0x9dd20c055fc3b654!8m2!3d-6.4458273!4d106.8174781!16s%2Fg%2F11s651rb2y!19sChIJByDL50HraS4RVLbDXwUM0p0?authuser=0&hl=id&rclk=1,Cafe Depok
Sekata Kopi,https://www.google.com/maps/place/Sekata+Kopi/data=!4m7!3m6!1s0x2e69ebd4d6f1e9f9:0x806cbb3bad6e0a4b!8m2!3d-6.3996541!4d106.8240102!16s%2Fg%2F11t8b40w1h!19sChIJ-enx1tTraS4RSwpurTu7bIA?authuser=0&hl=id&rclk=1,Cafe Depok
Dialog Antara - Slow Bar Coffee Depok,https://www.google.com/maps/place/Dialog+Antara+-+Slow+Bar+Coffee+Depok/data=!4m7!3m6!1s0x2e69e9006693ba93:0x93a954f3ae7b274d!8m2!3d-6.3978835!4d106.7981859!16s%2Fg%2F11ml2chwh6!19sChIJk7qTZgDpaS4RTSd7rvNUqZM?authuser=0&hl=id&rclk=1,Cafe Depok
PALA KALI Coffee & Snack,https://www.google.com/maps/place/PALA+KALI+Coffee+%26+Snack/data=!4m7!3m6!1s0x2e69eb5c1dcbe295:0xf2df22406aeb6832!8m2!3d-6.390701!4d106.8171185!16s%2Fg%2F11wjp0psjm!19sChIJleLLHVzraS4RMmjrakAi3_I?authuser=0&hl=id&rclk=1,Cafe Depok
